"Canonical URL","RSD Name","Author","Skill Statement","Category","Keywords","Standards","Certifications","Occupation Major Groups","Occupation Minor Groups","Broad Occupations","Detailed Occupations","O*Net Job Codes","Employers","Alignment Name","Alignment URL","Alignment Framework"
"https://osmt.wgu.edu/api/skills/175cd965-8cdb-4694-b0c5-c9b96577cd41","Implemented Solution Effectiveness Measurement","Western Governors University","Measure effectiveness of implemented solutions.","Continuous Improvement Process","MS Office; MS Project; Continuous Improvement Process; Minitab; MS Visio; WGUSID: 5008","","","17-0000","17-2000; 17-3000","17-2080; 17-2110; 17-2190; 17-3020","","","","Continuous Improvement Process","https://skills.emsidata.com/skills/KS122C06Z8NDM5G6NYNT",""
"https://osmt.wgu.edu/api/skills/1eb560b8-f968-45f4-a648-fe5f8ef35031","Incremental Improvement Development","Western Governors University","Develop incremental improvements over time.","Continuous Improvement Process","MS Office; MS Project; Continuous Improvement Process; Minitab; MS Visio; WGUSID: 2424","","","17-0000","17-2000; 17-3000","17-2080; 17-2110; 17-2190; 17-3020","","","","Continuous Improvement Process","https://skills.emsidata.com/skills/KS122C06Z8NDM5G6NYNT",""
"https://osmt.wgu.edu/api/skills/d6a8cbbf-34c4-4e02-a5c5-668f560753ae","Incremental Improvement Implementation","Western Governors University","Implement incremental improvements over time.","Continuous Improvement Process","MS Office; MS Project; Continuous Improvement Process; Minitab; MS Visio; WGUSID: 2424.1","","","17-0000","17-2000; 17-3000","17-2080; 17-2110; 17-2190; 17-3020","","","","Continuous Improvement Process","https://skills.emsidata.com/skills/KS122C06Z8NDM5G6NYNT",""
"https://osmt.wgu.edu/api/skills/39641cc6-cd2c-42bd-a473-e0a89062569f","Operating and Testing Procedure Documentation","Western Governors University","Document operating and testing procedures.","Control Systems","MS Office; Visio; SharePoint; Control Systems; WGUSID: 2774","","","17-0000","17-2000; 17-3000","17-2080; 17-2110; 17-2190; 17-3020","","","","Control Systems","https://skills.emsidata.com/skills/KS122CS6VVDJ1FYVYVLJ",""
"https://osmt.wgu.edu/api/skills/310b08ad-1a6b-4dfe-b8a1-b2d2d076f54b","Quality Management Systems (QMS) Monitoring","Western Governors University","Monitor quality management systems (QMS) performance for effectiveness.","Control Systems","MS Office; Visio; SharePoint; Control Systems; WGUSID: 5135","","","17-0000","17-2000; 17-3000","17-2110; 17-3020","","","","Control Systems","https://skills.emsidata.com/skills/KS122CS6VVDJ1FYVYVLJ",""
"https://osmt.wgu.edu/api/skills/78c39b0b-2653-4038-9067-fe0c90d6ee92","System Inputs and Outputs Auditing","Western Governors University","Audit system inputs and outputs to measure compliance.","Control Systems","MS Office; Visio; SharePoint; Control Systems; WGUSID: 795","","","17-0000","17-2000; 17-3000","17-2080; 17-2110; 17-2190; 17-3020","","","","Control Systems","https://skills.emsidata.com/skills/KS122CS6VVDJ1FYVYVLJ",""
"https://osmt.wgu.edu/api/skills/ce6bd438-e399-4e63-bdef-ff2702bc1834","Resource Restrictions","Western Governors University","Identify any resource or project restrictions that require prioritization considerations.","Coordinating","Coordinating; Microsoft Excel; Microsoft Word; Microsoft Outlook; Google Docs; Google Sheets; Microsoft Project; Trello; Monday.com; GanttPro; Celoxis; Microsoft Teams; Google Gmail; WGUSID: 3657","","","17-0000; 33-0000","17-2000; 17-3000; 33-1000; 33-3000","17-2080; 17-2110; 17-2190; 17-3020; 33-1010; 33-3020; 33-3050","","","","Coordinating","https://skills.emsidata.com/skills/KS7G2F36GFX1K55V6GK4",""
"https://osmt.wgu.edu/api/skills/1a3d8a76-bb92-414a-85e5-f0f5a35f2dc8","Process Failure Investigation","Western Governors University","Investigate process failures for the root cause.","Corrective and Preventive Action (CAPA)","MS Office; MS Project; Corrective and Preventive Action (CAPA); Minitab; MS Visio; WGUSID: 4595","","","17-0000; 33-0000","17-2000; 17-3000; 33-1000","17-2080; 17-2110; 17-2190; 17-3020; 33-1010","","","","Corrective and Preventative Action (CAPA)","https://skills.emsidata.com/skills/KS121CM5YYWQM2077BF3",""
"https://osmt.wgu.edu/api/skills/602d819e-ed7a-4132-8992-ffc1da5a7c03","Equipment and Process Efficiency Improvement","Western Governors University","Improve efficiency of equipment and processes.","Cost Reduction","MS Office; Minitab; MS Access; Cost Reduction; WGUSID: 4415","","CPA; CMA","17-0000","17-2000; 17-3000","17-2080; 17-2110; 17-2190; 17-3020","","","","Cost Reduction","https://skills.emsidata.com/skills/KS122FN6YY4S2D9BNSW4",""
"https://osmt.wgu.edu/api/skills/33ae2742-7d9d-4def-8b06-2ac44cc13f89","Solution Options Evaluation","Western Governors University","Determine the best option to solve a problem by evaluating solutions using data and facts.","Decision Making","Decision Making; WGUSID: 2274","","","17-0000; 19-0000; 33-0000","17-2000; 17-3000; 19-4000; 33-1000; 33-3000","17-2080; 17-2110; 17-2190; 17-3020; 19-4090; 33-1010; 33-3020; 33-3050","","","","Decision Making","https://skills.emsidata.com/skills/KS121W46CJXQ5ZQ506MS",""
"https://osmt.wgu.edu/api/skills/d00d3fda-3c3e-4787-b71d-ab7e62b7af50","Task Action Cause-and-Effect Identification","Western Governors University","Identify causes and effects of specific task actions.","Detail Oriented","Detail Oriented; Microsoft Excel; Microsoft Word; Google Docs; Google Sheets.; WGUSID: 3699","","","17-0000; 33-0000","17-2000; 17-3000; 33-1000; 33-3000","17-2080; 17-2110; 17-2190; 17-3020; 33-1010; 33-3020; 33-3050","","","","Detail Oriented","https://skills.emsidata.com/skills/KSQPGV2XZO8UMNCC49LK",""
"https://osmt.wgu.edu/api/skills/3e09c210-857d-49ac-930d-9b6a46dd7736","Task Instructions","Western Governors University","Execute all instructions for a specific task.","Detail Oriented","Detail Oriented; Microsoft Excel; Microsoft Word; Google Docs; Google Sheets.; WGUSID: 6482","","","17-0000; 19-0000; 33-0000","17-2000; 17-3000; 19-4000; 33-1000; 33-3000","17-2080; 17-2110; 17-2190; 17-3020; 19-4090; 33-1010; 33-3010; 33-3020; 33-3050","","","","Detail Oriented","https://skills.emsidata.com/skills/KSQPGV2XZO8UMNCC49LK",""
"https://osmt.wgu.edu/api/skills/61621c0f-97d7-432e-ab6f-f5fc6e46b29f","Component Data Measurement","Western Governors University","Measure data from a given component or product using diagnostic tools.","Diagnostic Skills","Diagnostic Skills; WGUSID: 4686","","","17-0000","17-2000; 17-3000","17-2080; 17-2110; 17-2190; 17-3020","","","","Diagnostic Skills","https://skills.emsidata.com/skills/KSCNCCMV3JN47UPTR0I0",""
"https://osmt.wgu.edu/api/skills/c69efa79-cd2e-44ce-b558-e6e6983268bb","Component Cause and Effect","Western Governors University","Determine cause and effect of a given component or product using diagnostic tools and data.","Diagnostic Skills","Diagnostic Skills; WGUSID: 4686","","","17-0000","17-2000; 17-3000","17-2080; 17-2110; 17-2190; 17-3020","","","","Diagnostic Skills","https://skills.emsidata.com/skills/KSCNCCMV3JN47UPTR0I0",""
"https://osmt.wgu.edu/api/skills/1f443178-ea39-400b-be59-ab43821e866a","Operational Budget Preparation","Western Governors University","Prepare operational budgets for a company that align with its core strengths.","Operations","Operations; WGUSID: 5577","","","17-0000; 33-0000","17-2000; 17-3000","17-2080; 17-2110; 17-2190; 17-3020","","","","Operations","https://skills.emsidata.com/skills/KS127D361PF0FTXDZ7C4",""
"https://osmt.wgu.edu/api/skills/30def0ed-4cfd-48c0-8e47-f2dadba60227","Business Systems Development","Western Governors University","Develop systems with standard operating procedures (SOPs) for distinct parts of a business.","Operations","Operations; WGUSID: 2635","","","17-0000; 33-0000","17-2000; 17-3000","17-2080; 17-2110; 17-2190; 17-3020","","","","Operations","https://skills.emsidata.com/skills/KS127D361PF0FTXDZ7C4",""
"https://osmt.wgu.edu/api/skills/8578bfba-9d29-40fb-8155-88238b39dbd0","Machinery Operation Training","Western Governors University","Train workers to operate machinery in accordance with Occupational Safety and Health Administration (OSHA) safety requirements.","Operations","Operations; WGUSID: 6516","","","17-0000; 33-0000","17-2000; 17-3000; 33-1000; 33-3000","17-2080; 17-2110; 17-2190; 17-3020; 33-1010; 33-3020","","","","Operations","https://skills.emsidata.com/skills/KS127D361PF0FTXDZ7C4",""
"https://osmt.wgu.edu/api/skills/38ca38af-d7c7-4094-aa35-2c7abed765ad","Engineering Algorithms Application","Western Governors University","Apply engineering algorithms and methodologies for new engineering solution validation.","Engineering Analysis","Microsoft Excel; Google Sheets; MATLAB; Engineering Analysis; Engineering Physics; WGUSID: 440","","","17-0000","17-2000; 17-3000","17-2080; 17-2110; 17-2190; 17-3020","","","","Engineering Analysis","https://skills.emsidata.com/skills/KS123JY6TTBMW9KS9GR4",""
"https://osmt.wgu.edu/api/skills/08503021-39bd-4693-a02b-64654cad8c33","Hypothesis Life Cycle Management","Western Governors University","Manage the hypothesis life cycle for an engineering problem based on analytical findings.","Engineering Analysis","Microsoft Excel; Google Sheets; MATLAB; Engineering Analysis; Engineering Physics; WGUSID: 4893","","","17-0000","17-2000; 17-3000","17-2080; 17-2110; 17-2190; 17-3020","","","","Engineering Analysis","https://skills.emsidata.com/skills/KS123JY6TTBMW9KS9GR4",""
"https://osmt.wgu.edu/api/skills/eeb2c1bc-4549-47b5-9e81-02ae4c56428b","Scientific Method Enforcement","Western Governors University","Enforce the scientific method throughout the life cycle of a problem.","Engineering Analysis","Microsoft Excel; Google Sheets; MATLAB; Engineering Analysis; Engineering Physics; WGUSID: 2899","","","17-0000","17-2000; 17-3000","17-2080; 17-2110; 17-2190; 17-3020","","","","Engineering Analysis","https://skills.emsidata.com/skills/KS123JY6TTBMW9KS9GR4",""
"https://osmt.wgu.edu/api/skills/f8531a4d-4927-4ad9-9545-9478a132c83f","Engineered Items Requirements Definition","Western Governors University","Define the requirements for engineered items.","Engineering Drawings","CATIA; Autodesk AutoCAD; Engineering Drawings; WGUSID: 1827","","","17-0000","17-2000; 17-3000","17-2080; 17-2110; 17-2190; 17-3020","","","","Engineering Drawings","https://skills.emsidata.com/skills/KS123K06523BSD9HX91F",""
"https://osmt.wgu.edu/api/skills/c0673051-ef1e-450a-9258-2b7d05af8e4d","Functional Relationship Views Development","Western Governors University","Develop different angle views to depict functional relationships of components.","Engineering Drawings","CATIA; Autodesk AutoCAD; Engineering Drawings; WGUSID: 2492","","","17-0000","17-2000; 17-3000","17-2080; 17-2110; 17-2190; 17-3020","","","","Engineering Drawings","https://skills.emsidata.com/skills/KS123K06523BSD9HX91F",""
"https://osmt.wgu.edu/api/skills/072fb28e-11cb-40aa-bf6c-46643ee785b0","Product Design Drawings Creation","Western Governors University","Create detailed drawings of product designs using computer-aided design (CAD) software.","Engineering Drawings","CATIA; Autodesk AutoCAD; Engineering Drawings; WGUSID: 1600","","","17-0000","17-2000; 17-3000","17-2080; 17-2110; 17-2190; 17-3020","","","","Engineering Drawings","https://skills.emsidata.com/skills/KS123K06523BSD9HX91F",""
"https://osmt.wgu.edu/api/skills/f1a2f4ba-b548-48c6-af21-74203a49e90f","Engineering Data Set Gathering","Western Governors University","Gather data sets used as variables and constants in equations from an engineering process.","Engineering Mathematics","Engineering Mathematics; WGUSID: 3540","","","17-0000","17-2000","17-2110; 17-2190","","","","","",""
"https://osmt.wgu.edu/api/skills/d451de13-1af6-4bb6-bca9-7322d61e412c","Engineering Mathematical Methods Application","Western Governors University","Apply mathematical methods and techniques required for a given engineering process.","Engineering Mathematics","GeneralEducation2019; Engineering Mathematics; WGUSID: 491","","","17-0000","17-2000; 17-3000","17-2080; 17-2110; 17-2190; 17-3020","","","","","",""
"https://osmt.wgu.edu/api/skills/b7c9606a-944e-401c-a184-453af78ea145","Standard Operating Procedures (SOPs)","Western Governors University","Define standard operating procedures (SOPs) for business processes.","Enterprise Resource Planning","SAP; Microsoft Dynamics; Oracle JD Edwards EnterpriseOne; NetSuite ERP; Enterprise Resource Planning; WGUSID: 1830","","","17-0000","17-2000; 17-3000","17-2080; 17-2110; 17-3020","","","","Enterprise Resource Planning","https://skills.emsidata.com/skills/KS123KH77136Y0FWRNJY",""
"https://osmt.wgu.edu/api/skills/518014ad-f710-4104-937c-68aade47052a","Manage Compliance Records","Western Governors University","Manage records and permits for compliance with environmental regulations.","Environmental Compliance","MS Office; SharePoint; ERP software; Environmental Compliance; WGUSID: 5210","","","17-0000","17-2000; 17-3000","17-2080; 17-2110; 17-3020","","","","Environmental Compliance","https://skills.emsidata.com/skills/KS123L16JVD8JBMNNQR3",""
"https://osmt.wgu.edu/api/skills/90ed5b5b-f0de-4e3d-ac84-5fc97b1ca0ce","Environmental Hazards Analysis","Western Governors University","Analyze data to identify areas that are at-risk to environmental hazards.","Environmental Health","MS Office; SharePoint; ERP software; Environmental Health; WGUSID: 240","","","17-0000","17-2000; 17-3000","17-2080; 17-2110; 17-3020","","","","Environmental Health","https://skills.emsidata.com/skills/KS123KV6P7JVKY7RBTV2",""
"https://osmt.wgu.edu/api/skills/fe1b0d2d-6b83-4f62-a98d-dd8e47b55ca9","Environmental Hazards Evaluation","Western Governors University","Evaluate the correlations between human activities and the environmental effects of potential hazards.","Environmental Health","MS Office; SharePoint; ERP software; Environmental Health; WGUSID: 3200","","","17-0000","17-2000; 17-3000","17-2080; 17-2110; 17-3020","","","","Environmental Health","https://skills.emsidata.com/skills/KS123KV6P7JVKY7RBTV2",""
"https://osmt.wgu.edu/api/skills/ed4c7c5b-c283-42f4-aa2a-faecd9ba99fe","Environmental Health Compliance Violations Identification","Western Governors University","Identify environmental health compliance violations.","Environmental Health","MS Office; SharePoint; ERP software; Environmental Health; WGUSID: 3741","","","17-0000","17-2000; 17-3000","17-2080; 17-2110; 17-3020","","","","Environmental Health","https://skills.emsidata.com/skills/KS123KV6P7JVKY7RBTV2",""
"https://osmt.wgu.edu/api/skills/0f573dd4-3bc1-4594-80d5-81afadd9ec80","Environmental Interactions Identification","Western Governors University","Identify the organization's interactions with the environment.","Environmental Management Systems","Excel; Access; MATLAB; LabVIEW; Environmental Management Systems; Environmental Management System (EMS) software; Hazardous materials management (HMS) software; Material safety data sheet (MSDS) software; Site remediation management software; Waste management software; WGUSID: 3950","","","17-0000","17-2000; 17-3000","17-2080; 17-2110; 17-3020","","","","Environmental Management Systems","https://skills.emsidata.com/skills/KS123L56N96MHHHZB2G6",""
"https://osmt.wgu.edu/api/skills/69bd14e3-d155-4668-8faa-d88081c1b06e","Laboratory Data Recording","Western Governors University","Record laboratory and field data.","Environmental Resource Management","Microsoft Excel; MATLAB; Microsoft Access; LabVIEW; Hazardous materials management (HMS) software; Material safety data sheet (MSDS) software; Site remediation management software; Waste management software; Environmental Resource Management; WGUSID: 5947","","","17-0000","17-2000; 17-3000","17-2080; 17-2110; 17-3020","","","","Environmental Resource Management","https://skills.emsidata.com/skills/KS123L569RWQVSYWRM2F",""
"https://osmt.wgu.edu/api/skills/95239fb7-4a03-42b5-aa80-ab6908741787","Technology Metrics Comparative Evaluation Completion","Western Governors University","Complete a comparative evaluation of competing technologies using measurable metrics.","Evidence-Based Practice","Evidence-Based Practice; WGUSID: 1129","","","17-0000; 19-0000","17-2000; 17-3000; 19-4000","17-2080; 17-2110; 17-3020; 19-4090","","","","Evidence-Based Practice","https://skills.emsidata.com/skills/KS123987840L8J17862K",""
"https://osmt.wgu.edu/api/skills/38f9e96f-5838-424f-883d-f57fa08d8855","Detail Failure Scenario Requirements","Western Governors University","Detail the functions required for a given design to account for failure scenarios.","Failure Mode and Effects Analysis","Failure Mode and Effects Analysis; Six Sigma; various FMEA certifications.; WGUSID: 2184","","","17-0000","17-2000; 17-3000","17-2080; 17-2110; 17-2190; 17-3020","","","","Failure Mode and Effects Analysis","https://skills.emsidata.com/skills/KS1241478VQ66G2NPCG9",""
